app,userName,at,score,title,content
Unacademy,Veedhant,,2,Problem with app,I got the best educators here .. but am facing minor but significant problems with app… i don't have the option to shift the video timeline during live class .. which demolishes one of the merits of online classes … else whenever i slide down to check notifications or something else .. its automates it to screen time … i have to reopen the app then .. the app crashes a lot and video glitches even after getting a fast wifi connection… i am  sure it’s the problem with the app…else i found everything ok.. hope you carry on with our problems asap… there are no such issues in my desktop ..
Unacademy,Shriyan Reddy,,1,A lot of bugs and glitches,Pls optimise the app there’s a lot of bugs and glitches in the app
Unacademy,Kiara A Prakash,,4,Good but needs fix,Everything is fine about Unacademy…..but it’s also an irritating fact that students we are facing a lot of lag issues in live classes and also even in recording sessions….fix it as soon
Unacademy,ritishraj,,3,Back button in Iphone 15 doesn't function properly,I have been using this app for almost a year but recently shifted to IOS. Although I had satisfying experience while studying using app whether in terms of UI or it's actual purpose that is providing education but there is one major flaw I am currently facing is the back button in top left corner doesn't work properly of this app. I had to give multiple inputs to get back to previous screen on back button. Whatsoever is the bug please fix this. It's frustrating and hinders my education.
Unacademy,unacademyyyyy,,4,best App for neet aspirants,Experiencing such a good systematic way of studying with educators and all doubt sessions are very usefulll
Unacademy,Anshu suthar,,3,Crash,In my phone the app will always crashes after 1-2min and it’s not show some of batches.
Unacademy,Denit Ningthoujam,,1,PLEASE DONT FALL ON THIS TRAP,"I bought a Mbbs prof 1 subscription of one year !! And within few days after , I came to realise that they are taking classes randomly . Especially, anatomy sir , Ankit !! And worst thing is that they don’t even provide notes  .

And plus , their customer service is worst ! Before purchasing there will lots of sweet talk but after purchasing, u will not get a single proper response whenever u have problems. 

So ! My suggestion is Go for other alternatives available, read the reviews and go for it . 

Trust me , UNACADEMY IS GOING TO BE THE 2nd BYJUS . Get ready with your popcorn to watch the downfall of unacademy soon !"
Unacademy,Sanjana2244,,4,For iPad the size of teacher’s video is too small in full screen mode,For iPad the size of teacher’s video is too small in full screen mode. You could provide an option to set 2 or 3 different size in settings
Unacademy,Quintessenceofchaos,,2,The worst user interface,"Hi, I’ve been an user of unacademy since last 2 years maybe, and the free platform has classes all over it, it’s unorganised and messy, can’t find classes in sequence, will have to go through multiple steps to see the classes in apps, very time consuming and tedious and absolutely not worth it, some classes are deleted, and the succeeding ones are missing. YouTube classes are way more organised. Please look into this issue. Thank you."
Unacademy,itsmanumina,,1,Worst app & support system is not also good,Worst app because there is no proper support system.
Unacademy,Sainimohit,,5,Picture in Picture mode,"Everything is excellent,
Only one thing you add please is background play minimum display"
Unacademy,vkaviskar8,,1,App not working,"First of all there was a huge problem while logging in the application, otp wasn’t generating. After multiple attempts, I was able to login. but after that, the application isn’t working. The screen is stuck on buffering image for hours after searching for a particular content."
Unacademy,"It’s not ok, okay?",,2,"Lag, screen freeze, Educator’s video not updating","I was watching a recorded lecture, and all of a sudden my screen froze, not able do anything but to close the app. But again that issue is occurring repeatedly, If educator is writing something, I can’t able to see that. Very irritating it is"
Unacademy,himd22,,2,Screen turned off,Always have to tap on screen so that screen doesnot turned off in ongoing lecture fix this issue
Unacademy,Bitoo doll,,3,Not able to see recorded classes when i have enrolled for the same,Not able to access the recorded classes . I have paid for the same. I have raised the issue but it has not been addressed
Unacademy,Amrita 123,,1,Will give zero star to this app,I have purchased a subscription in this app under NEET PG.Now the NEET PG section itself could not be found in the app.My validity of the purchase is still not over.Couldn’t contact the customer service also.It’s really pathetic.
Unacademy,Student181745,,1,Not good,We cannot find the planner option in ios(iphone)
Unacademy,Priyanshu(hunter),,1,For IPad,While watching video. Screen gets lock
Unacademy,Working problems,,1,Working,Probably not working in ios I missed my lectures plz resolve this
Unacademy,triggered thna,,1,Biggest fraud app,"I have purchased this app in around 45thousand rupees for two years ,for class 11and12 . In class 11 I  was not able to learn from the classes , teachers are  little rude for me the first time ,then I lose interest to study in this app 
The saddest thing is the money can not be return to me again 
Don’t waste your money on this platform . My whole 11 I cant manage in 12 I didn’t understand anything 
Conclusion . This app is not worth it ..."
Unacademy,DeeDubey,,1,Customer care👎🏻,"Customer care of this app is not atall helpful.
Before subscribing they annoy you by calling every day, but after getting a subscription the don’t even bother to pick your call."
Unacademy,Tuhin669,,5,Outstanding App,It's an outstanding app to prepare yourself from home.
Unacademy,Rajpurohit Priyanka,,5,Best teachers for ssc,Very helpful app if you are preparing at home but it should have more test series with topic wise test.
Unacademy,Apurvo Pal,,3,The app is good like its the best and the educators are also best but……,But the app starts to lag sometimes like if im watching a lecture then after sometimes the video starts to lag and its very annoying i have to restart the app and its so distracting please fix that problem
Unacademy,Tina singh16,,1,Annoying calls,"Ek bar galti se iss app ko khol do 2mnth tk
Minimum call krte rahege ab dekh bhi nh skti tumhre app 🙏🏼 mene toh remove he krde wht cn i do itna annoying"
Unacademy,S_0.5,,1,🥲🥲,Not a good platform for study
Unacademy,Faltu ki app,,1,Not showing batch completely,Not showing batch completely
Unacademy,Nikitay1794,,1,Worst app ever,If I could give o stars I would. The content is good but the app infrastructure is frustratingly bad.
Unacademy,12shiz34,,1,Not working on iPad,I’m unable to watch lectures on iPad
Unacademy,Hi manti,,1,Very poor app,"Doesn’t work well,,,, download section is third class ,,, useless technical help team.. therir excuse is everything is ok at our end , please change browser get a new phone etcccc wastage of time"
Unacademy,Deepaknaamhai,,1,"It is Terrible, pathetic.","In short, if you are a beginner aspirant there is a high chances that you will fall in their trap and follow the cult of a teacher(you would no more an aspirant but a fan of your favourite teacher)"
Unacademy,Aksshhhh,,1,Extremely Disappointing Experience with Unacademy,"My experience with Unacademy for a 3-month GMAT course was extremely disappointing. Despite promises of regular live classes, most were cancelled, and I only received a 5-6 classes in December and January. When I reached out for help, I received unhelpful responses and was offered only a partial refund. Additionally, I learned that the GMAT team at Unacademy has been removed, indicating a lack of organization. Overall, I cannot recommend Unacademy due to their poor service and lack of accountability."
