content,score,source,app,clean_review
I would not recommend you to join any tuitions or other classes in Vedantu. Last year I admitted my child in the tuition classes for 8th to 10th. The salesman told us that we would get complete refund if we are not satisfied with the classes. Now when I am not happy with the classes now the salesman does not pick up the phone and the customer care says we require 75% of attendance and give all the tests. I do not recommend attending the classes. These people are just like sum scammers. If you don’t want to get scammed or robbed please do not even install the app,1,AppStore,Vedantu,i would not recommend you to join any tuitions or other classes in vedantu last year i admitted my child in the tuition classes for th to th the salesman told us that we would get complete refund if we are not satisfied with the classes now when i am not happy with the classes now the salesman does not pick up the phone and the customer care says we require  of attendance and give all the tests i do not recommend attending the classes these people are just like sum scammers if you dont want to get scammed or robbed please do not even install the app
"I am  rahul patel and i tell this app is very poor in study material,wrong answers and specially in hindi study material it is worse I recommend not to use it just a waste of time i have rate this 1 star that it doesn’t deserve but i gave it for sympathy.

Thank u",1,AppStore,Vedantu,i am  rahul patel and i tell this app is very poor in study materialwrong answers and specially in hindi study material it is worse i recommend not to use it just a waste of time i have rate this  star that it doesnt deserve but i gave it for sympathythank u
Best best online platform with most talented teachers!!♥️🫶guys trust me vedantu will be there for us until we’re done ..🤝,5,AppStore,Vedantu,best best online platform with most talented teachersguys trust me vedantu will be there for us until were done 
Thought this app will work on my iPad but videos are saying url not supported and the screen resolution for pdfs is worst.,1,AppStore,Vedantu,thought this app will work on my ipad but videos are saying url not supported and the screen resolution for pdfs is worst
I have iPad and whenever I open any lectures videos it shows a white screen.,1,AppStore,Vedantu,i have ipad and whenever i open any lectures videos it shows a white screen
Please update your ios application asap ?!!!,1,AppStore,Vedantu,please update your ios application asap 
"The app is too old! Can’t ask doubts, join classes, give tests! It seriously needs to be updated!",1,AppStore,Vedantu,the app is too old cant ask doubts join classes give tests it seriously needs to be updated
"They used my phone number and started placing so many calls per day and when I refused for their ‘premium’ package they started abusing me. I had also previously won a award in the quiz and despite multiple calls they didn’t send it. They kept saying ‘we have shipped it’ without even taking my address 🙄 such an obvious lie, the award never reached me even after 1 year has passed, when we kept contacting they kept giving random responses and excuses. This app is a scam.",1,AppStore,Vedantu,they used my phone number and started placing so many calls per day and when i refused for their premium package they started abusing me i had also previously won a award in the quiz and despite multiple calls they didnt send it they kept saying we have shipped it without even taking my address  such an obvious lie the award never reached me even after  year has passed when we kept contacting they kept giving random responses and excuses this app is a scam
Cannot attend class and does not support landscape in iPad,1,AppStore,Vedantu,cannot attend class and does not support landscape in ipad
It has so f*ucking software the class is not joining and after calling helpline number they do not resolve problem only ask for rating,1,AppStore,Vedantu,it has so fucking software the class is not joining and after calling helpline number they do not resolve problem only ask for rating
"Has too many glitches,didn’t even have navigation options in some frames;we should relaunch the app once again.",1,AppStore,Vedantu,has too many glitchesdidnt even have navigation options in some frameswe should relaunch the app once again
"Good app, but please make it available for the iPads",3,AppStore,Vedantu,good app but please make it available for the ipads
Vedantu has deducted money for 3 months though child never attended more than 1 week.,1,AppStore,Vedantu,vedantu has deducted money for  months though child never attended more than  week
"Please update the app, you can’t do anything on ios",1,AppStore,Vedantu,please update the app you cant do anything on ios
The app is not update since 1 year 😔 now it’s the time to add new features in this app,5,AppStore,Vedantu,the app is not update since  year  now its the time to add new features in this app
Please add feature of asking doubts in ios also,4,AppStore,Vedantu,please add feature of asking doubts in ios also
They are cheaters and scammer after taking money they don’t provide services and when you call customer care they will give only excuses and ask for proof of payment..After you send proof of payment again and again they will ask for the same but your problem will not be resolved..i want to give in negative star but there is no such-option.,1,AppStore,Vedantu,they are cheaters and scammer after taking money they dont provide services and when you call customer care they will give only excuses and ask for proof of paymentafter you send proof of payment again and again they will ask for the same but your problem will not be resolvedi want to give in negative star but there is no suchoption
Help doesn't work at all. Registered for the demo first - no response. Then scholarship test keeps on asking for registration again and again and then give error. My child could not attempt that as well. What a waste!,1,AppStore,Vedantu,help doesnt work at all registered for the demo first  no response then scholarship test keeps on asking for registration again and again and then give error my child could not attempt that as well what a waste
"I have had the worst experience with Vedantu. I booked a 72 hour one to one class for a whopping Rs.20000/-. Teacher attended the class for about 50 hours. After that teacher vanished into thin air. The said PRM of the company didn’t even bother to contact me. I contacted the customer care for a refund. They told me to send my bank details. But neither a refund  nor a reply was received from them. Unless you want to challenge them in a customer redressal forum, never join the course",1,AppStore,Vedantu,i have had the worst experience with vedantu i booked a  hour one to one class for a whopping rs teacher attended the class for about  hours after that teacher vanished into thin air the said prm of the company didnt even bother to contact me i contacted the customer care for a refund they told me to send my bank details but neither a refund  nor a reply was received from them unless you want to challenge them in a customer redressal forum never join the course
The doubt solving button itself has been disappeared even after having pro plus pubscription please check on it,3,AppStore,Vedantu,the doubt solving button itself has been disappeared even after having pro plus pubscription please check on it
"The works just fine like any other educational app but the problem is with it’s spam calls. As soon as you register your mobile number they will start spam calling you with different numbers. I asked them to not call me again as I am not interested in any of their
Offers but they kept calling again and again. The reason they offered was quite simple, “sir you have registered on our website and we can call however times we like.”",1,AppStore,Vedantu,the works just fine like any other educational app but the problem is with its spam calls as soon as you register your mobile number they will start spam calling you with different numbers i asked them to not call me again as i am not interested in any of theiroffers but they kept calling again and again the reason they offered was quite simple sir you have registered on our website and we can call however times we like
"I secured rank 1 in stage 2 of VMSAT. Today (26 jan) I got my final result of VMSAT and rank is 2nd. No stage3 was held, i dont know on what basis they gave me this 2nd rank. 1st prize was IPAD but now i am just getting a KINDLE. My all hardwork was vanished in a 5 line message. I cried for like 2 hours. If you don't have money then don't make fake promises to give an ipad. Their customer care service is pathetic. They dont themselves no anything. This was not expected from VEDANTU. On site, it was mentioned that toppers of stage2 are grand winners. This was so disheartening. Pls don't break innocent children heart for your fake fame. Earlier I loved vedantu, but now This app tops my blacklist. I am never gonna recommend this to anyone. This should get negative ratings but sadly option isn't available. Dont misguide anyone. My one friend also got 1st rank in stage2 but now he was also given 2nd rank. Very pathetic service vedantu. Didn't expect this at all. Fame doesn't come from misguiding children, I really cried so much. I was seriously expecting an ipad. Thats all I want to write. SO PLS NEVER ATTEND VMSAT.",1,AppStore,Vedantu,i secured rank  in stage  of vmsat today  jan i got my final result of vmsat and rank is nd no stage was held i dont know on what basis they gave me this nd rank st prize was ipad but now i am just getting a kindle my all hardwork was vanished in a  line message i cried for like  hours if you dont have money then dont make fake promises to give an ipad their customer care service is pathetic they dont themselves no anything this was not expected from vedantu on site it was mentioned that toppers of stage are grand winners this was so disheartening pls dont break innocent children heart for your fake fame earlier i loved vedantu but now this app tops my blacklist i am never gonna recommend this to anyone this should get negative ratings but sadly option isnt available dont misguide anyone my one friend also got st rank in stage but now he was also given nd rank very pathetic service vedantu didnt expect this at all fame doesnt come from misguiding children i really cried so much i was seriously expecting an ipad thats all i want to write so pls never attend vmsat
"All of a sudden the app stopped working on my iPad Pro , otherwise it was running fine; resolve the issue ASAP",1,AppStore,Vedantu,all of a sudden the app stopped working on my ipad pro  otherwise it was running fine resolve the issue asap
Their call and Message are very frequent Which is very annoying and irritating,1,AppStore,Vedantu,their call and message are very frequent which is very annoying and irritating
Stop calling us so much please!,1,AppStore,Vedantu,stop calling us so much please
Until u have a problem everything is great. Teachers are great. But if u have any problem then the nightmare begins… customer service is the worst i have ever seen,1,AppStore,Vedantu,until u have a problem everything is great teachers are great but if u have any problem then the nightmare begins customer service is the worst i have ever seen
In Vedantu app full screen mode is not available while watching live classes in iPad,1,AppStore,Vedantu,in vedantu app full screen mode is not available while watching live classes in ipad
Can't use the doubt feature on mac,4,AppStore,Vedantu,cant use the doubt feature on mac
"Not worth 
not responding 
not recommended",1,AppStore,Vedantu,not worth not responding not recommended
This app is using 3rd Party Payment Gateway for purchasing digital content in app which is against Apple Policy. Must use In App purchases for paid content.,1,AppStore,Vedantu,this app is using rd party payment gateway for purchasing digital content in app which is against apple policy must use in app purchases for paid content
"I enrolled in neet crash course 2021. Just took 2-3 classes. I don’t understand much in the classes. Even after writing mails and asking for help on customer care, the problem remains unsolved. I can’t understand vedantu is such a big platform why can’t they refund a simple fee of 6000. Really disappointed. Now I am being forced to take classes since I have paid.",1,AppStore,Vedantu,i enrolled in neet crash course  just took  classes i dont understand much in the classes even after writing mails and asking for help on customer care the problem remains unsolved i cant understand vedantu is such a big platform why cant they refund a simple fee of  really disappointed now i am being forced to take classes since i have paid
My kid has recently joined Vedantu and he is not able to join his classes properly.. called customer care people multiple times and no resolution.. even the mentor is not responding to any email.. this is really frustrating.. I will never recommend this app to anyone.. these people are just interested in taking money!!!,1,AppStore,Vedantu,my kid has recently joined vedantu and he is not able to join his classes properly called customer care people multiple times and no resolution even the mentor is not responding to any email this is really frustrating i will never recommend this app to anyone these people are just interested in taking money
if you take subscribtion the teacher wont take lectures on time and no teaching sense,1,AppStore,Vedantu,if you take subscribtion the teacher wont take lectures on time and no teaching sense
Not any help for ICSE STUDENTS,2,AppStore,Vedantu,not any help for icse students
"Why vedantu does not have native iPad app ? Seems they are still in Stone Age ,",1,AppStore,Vedantu,why vedantu does not have native ipad app  seems they are still in stone age 
"In IOS, When live quiz feature will come?",2,AppStore,Vedantu,in ios when live quiz feature will come
"Good classes but I think app is not made to work perfectly with iOS devices. When I get down my control centre in iPhone, the class content shrinks a lot. And when I click on the chat box same happens. And not able to change the orientation.",4,AppStore,Vedantu,good classes but i think app is not made to work perfectly with ios devices when i get down my control centre in iphone the class content shrinks a lot and when i click on the chat box same happens and not able to change the orientation
When I start attending the class the image of teacher starts as a video and it also causes to not to be able to listen the teacher and what is going I think it is better to use toppr,1,AppStore,Vedantu,when i start attending the class the image of teacher starts as a video and it also causes to not to be able to listen the teacher and what is going i think it is better to use toppr
"I got the brand new M1 iPad Pro and installed this app. This app hanged like hell. Not full screen, reverse screen, too small. Awful one",1,AppStore,Vedantu,i got the brand new m ipad pro and installed this app this app hanged like hell not full screen reverse screen too small awful one
Everything is amazing about vedantu platform but this app is not good for IOS users.,2,AppStore,Vedantu,everything is amazing about vedantu platform but this app is not good for ios users
The app doesn’t work properly in iOS. I have my iPad and the screen isn’t visible properly,1,AppStore,Vedantu,the app doesnt work properly in ios i have my ipad and the screen isnt visible properly
app is very unstable on iphone xr,1,AppStore,Vedantu,app is very unstable on iphone xr
I’m MAHAK a vedantu user it’s a good app but there were some problems in full screen mode and sometimes the screen doesn’t appear and freeze 🥶😢😢😢😢😢😢😢😢😢😢😢😢😢😢I don’t delete this app because I will trust you that you will solve this problem 🤗,2,AppStore,Vedantu,im mahak a vedantu user its a good app but there were some problems in full screen mode and sometimes the screen doesnt appear and freeze i dont delete this app because i will trust you that you will solve this problem 
The app is good for learning but this is not developed for iPad. Please it is a request to build a app for iPad,1,AppStore,Vedantu,the app is good for learning but this is not developed for ipad please it is a request to build a app for ipad
My daughter has enrolled for English class. The class is good and I would recommend to others. The sales team gave me a special offer and said 3000 will be refunded within a week after the class started. I have been following up since then without any response from Vedantu team.  Unfortunately I do not have any call recording regarding the offer.  But I wish a company with good values never hire such sales team.,1,AppStore,Vedantu,my daughter has enrolled for english class the class is good and i would recommend to others the sales team gave me a special offer and said  will be refunded within a week after the class started i have been following up since then without any response from vedantu team  unfortunately i do not have any call recording regarding the offer  but i wish a company with good values never hire such sales team
"SURI SIR.... great to find you as a teacher..... expecially for me when you are teaching, the toughest one becomes easier .... the way you explains is simply awesome mannn..... the topics you teached had gone straightly to our brain and it settled there.....love you mannnnn.....",5,AppStore,Vedantu,suri sir great to find you as a teacher expecially for me when you are teaching the toughest one becomes easier  the way you explains is simply awesome mannn the topics you teached had gone straightly to our brain and it settled therelove you mannnnn
"Regarding V.O.T.E
I completed a challenge and did not get v coin. 
Please sort out my problem .
It isn’t even showing that challenge anymore. I answered it .
Please help",1,AppStore,Vedantu,regarding votei completed a challenge and did not get v coin please sort out my problem it isnt even showing that challenge anymore i answered it please help
"The app doesn’t customise screen size to iPad landscape mode. As such, it only runs on half the screen space and seems useless to me. Work on it boys and girls at Vedantu",1,AppStore,Vedantu,the app doesnt customise screen size to ipad landscape mode as such it only runs on half the screen space and seems useless to me work on it boys and girls at vedantu
"Hello,I am Vedantu’s Pro Subscription Student and they never resolve my problem. Its better to join byjus or toppr.",1,AppStore,Vedantu,helloi am vedantus pro subscription student and they never resolve my problem its better to join byjus or toppr
Sala isme recorded class nhh chalta h,1,AppStore,Vedantu,sala isme recorded class nhh chalta h
I live the classes but unable to view notes after class on app,4,AppStore,Vedantu,i live the classes but unable to view notes after class on app
This is worst app that I can’t write my vsat exam,1,AppStore,Vedantu,this is worst app that i cant write my vsat exam
"Here’s what I know so they take you take me a lot of messages and I want like something that does not text me I’m sick of this stop texting me on my messenger I don’t want any guarantee I don’t want 10,00,00,000 pool so stop texting me now I don’t want anything I don’t want to take classes I’m just minding my own business this just let me mind my own business",1,AppStore,Vedantu,heres what i know so they take you take me a lot of messages and i want like something that does not text me im sick of this stop texting me on my messenger i dont want any guarantee i dont want  pool so stop texting me now i dont want anything i dont want to take classes im just minding my own business this just let me mind my own business
"I am not able to download the pdf of extra question i am not able to type my e mail I’d. 
My friend suggested me this app but it’s the worst app. I downloaded the app in the app there is no place to see the extra question. 
BYJU’S is better than this app I suggest there is no thing in this app don’t download. It’s been 1 hour I am trying to get it. 😡😡😡😡😡😡😡😡",1,AppStore,Vedantu,i am not able to download the pdf of extra question i am not able to type my e mail id my friend suggested me this app but its the worst app i downloaded the app in the app there is no place to see the extra question byjus is better than this app i suggest there is no thing in this app dont download its been  hour i am trying to get it 
Does this app not available for iPad? This mobile version is not supporting screen size of iPad.,2,AppStore,Vedantu,does this app not available for ipad this mobile version is not supporting screen size of ipad
This app is not working on iPad on full screen please see problem as fast as possible a good citizen of India,1,AppStore,Vedantu,this app is not working on ipad on full screen please see problem as fast as possible a good citizen of india
This is worst app,1,AppStore,Vedantu,this is worst app
We subscribed for NCERT. They are teaching us cbsc syllabus. I gave so many compliant but is no response there side After paying half of the fee they stopped my classes as month fee is due. My ticket is in pending. Every time I call a customer care they will say ...will sort in a couple of days. I gave compliant 40 days back. No response at all. Only Jee is good. Don’t subscribe for Intermediate syllabus,1,AppStore,Vedantu,we subscribed for ncert they are teaching us cbsc syllabus i gave so many compliant but is no response there side after paying half of the fee they stopped my classes as month fee is due my ticket is in pending every time i call a customer care they will say will sort in a couple of days i gave compliant  days back no response at all only jee is good dont subscribe for intermediate syllabus
"😡😡😡 I buyed the master class but not able to ask doubts I have paid 5674 rupees in which they was telling me that I will get 24/7 doubts but it is fake my 1 month completed and I wasn’t able to ask any doubt and now they are calling me for repay and on every call they called me,I have asked for iOS doubts app link which I am not able to find I have complained many times but they send me play store link like they are pranking me",1,AppStore,Vedantu, i buyed the master class but not able to ask doubts i have paid  rupees in which they was telling me that i will get  doubts but it is fake my  month completed and i wasnt able to ask any doubt and now they are calling me for repay and on every call they called mei have asked for ios doubts app link which i am not able to find i have complained many times but they send me play store link like they are pranking me
"It’s just waste of time. I had missed many classes because of this software.

I had invested 15,000 rupees but all get wasted because of this software don’t even download this it has many issue unacademy is better than vedantu.",1,AppStore,Vedantu,its just waste of time i had missed many classes because of this softwarei had invested  rupees but all get wasted because of this software dont even download this it has many issue unacademy is better than vedantu
"This app on an iPhone is very buggy and unreliable. It doesn’t let me watch videos in landscape, at times just showing me teacher’s video and gets stuck whenever I try to go to the previous screen. 
THE CONTENT IS VERY USEFUL AND INFORMATIVE.
I hope you resolve these issues as soon as possible.",2,AppStore,Vedantu,this app on an iphone is very buggy and unreliable it doesnt let me watch videos in landscape at times just showing me teachers video and gets stuck whenever i try to go to the previous screen the content is very useful and informativei hope you resolve these issues as soon as possible
"Dear Admin at Vedantu !! The developer has missed out !! On live classes when I minimise the teacher the video stops and then whole screen becomes unresponsive !! One word !!!! Find a better IOS Developer !! No matter how good you are at content if the delivery is not good, everything goes into vein",1,AppStore,Vedantu,dear admin at vedantu  the developer has missed out  on live classes when i minimise the teacher the video stops and then whole screen becomes unresponsive  one word  find a better ios developer  no matter how good you are at content if the delivery is not good everything goes into vein
I am very disappointed by the IOS version of this app as I am not able to attend live classes through my phone . Please fix this error,5,AppStore,Vedantu,i am very disappointed by the ios version of this app as i am not able to attend live classes through my phone  please fix this error
"I am Sangini Singh, I am facing some severe technical problems whenever I try to attend a class every time I am not able to hear the the voice of the tutor.",2,AppStore,Vedantu,i am sangini singh i am facing some severe technical problems whenever i try to attend a class every time i am not able to hear the the voice of the tutor
Their is a tab where you can see your asked doubts but you can’t ask any doubt. Their is no option to ask a doubt in ios. Literally no common sense.,1,AppStore,Vedantu,their is a tab where you can see your asked doubts but you cant ask any doubt their is no option to ask a doubt in ios literally no common sense
This app is not supported on many devices my phone doesn’t even load the app,1,AppStore,Vedantu,this app is not supported on many devices my phone doesnt even load the app
I having problem in joining online class after enrolling into a course.My device is iPad 7th generation.it is show that “well this is embarrassing but there seems to be glitch”. Fix it soon,2,AppStore,Vedantu,i having problem in joining online class after enrolling into a coursemy device is ipad th generationit is show that well this is embarrassing but there seems to be glitch fix it soon
"The app mostly deals only with Hindi and who does not know hindi don’t waste ur time and money with this app 
Worst educational app ever seen",1,AppStore,Vedantu,the app mostly deals only with hindi and who does not know hindi dont waste ur time and money with this app worst educational app ever seen
"In commerce section there should not be any of the science lecture, whenever I scroll I always saw for science stream, that can’t be work",1,AppStore,Vedantu,in commerce section there should not be any of the science lecture whenever i scroll i always saw for science stream that cant be work
"Can’t even give one star , I have enrolled in a course lately and when I check replay , it says sorry replay not available or try alternate replay . When try to contact customer care , they don’t even respond , waste of money and time 😡",1,AppStore,Vedantu,cant even give one star  i have enrolled in a course lately and when i check replay  it says sorry replay not available or try alternate replay  when try to contact customer care  they dont even respond  waste of money and time 
"I am also using an iphone and when in live class I’m not able to hear the voice when seeing the slideshow and the video is being paused . Even after refreshing a many times, still the problem stayed . Please do find a solution soon.",3,AppStore,Vedantu,i am also using an iphone and when in live class im not able to hear the voice when seeing the slideshow and the video is being paused  even after refreshing a many times still the problem stayed  please do find a solution soon
It’s a total scam...don’t waste your time behind such useless apps which promise you a lot but actually you barely benefit from it...tried KBC quiz on this app...despite all correct answers was not acknowledged for the same...total fraud...may seem bitter but is a very honest review.,1,AppStore,Vedantu,its a total scamdont waste your time behind such useless apps which promise you a lot but actually you barely benefit from ittried kbc quiz on this appdespite all correct answers was not acknowledged for the sametotal fraudmay seem bitter but is a very honest review
So many bugs,1,AppStore,Vedantu,so many bugs
I bought one micro course but I am not able to watch it ! Worst app,1,AppStore,Vedantu,i bought one micro course but i am not able to watch it  worst app
KBC registration form is not submitting plz check,1,AppStore,Vedantu,kbc registration form is not submitting plz check
"Dear Developer, 
I want to intend your esteemed self towards a complaint lodged by me here on the subject of ""the working of this application.""
 I had always an impression from the beginning that its an application which can conceptualise each and every material and chapter of our syllabus in a fun manner. However, it is unfortunate to inform you that the application didn't work properly. It shows no live classes and half of the screen remains invisible. Moreover, The screen ratio is only 16:9 (mobile view) and it becomes difficult to view in a landscape manner, especially when you are working with iPad.
 I would be highly obliged if your esteemed self could take this decision as soon as possible in favour of the request made, and would bring in updates by fixing all the bugs and issues made in your script-written programme. 

Hoping to get a response at the earliest.",1,AppStore,Vedantu,dear developer i want to intend your esteemed self towards a complaint lodged by me here on the subject of the working of this application i had always an impression from the beginning that its an application which can conceptualise each and every material and chapter of our syllabus in a fun manner however it is unfortunate to inform you that the application didnt work properly it shows no live classes and half of the screen remains invisible moreover the screen ratio is only  mobile view and it becomes difficult to view in a landscape manner especially when you are working with ipad i would be highly obliged if your esteemed self could take this decision as soon as possible in favour of the request made and would bring in updates by fixing all the bugs and issues made in your scriptwritten programme hoping to get a response at the earliest
It is asking for money every time ad is too expensive don’t take ‘this app,1,AppStore,Vedantu,it is asking for money every time ad is too expensive dont take this app
"Dear users, 
If you are using an app you would want it completely updated when you install it...but at Vedantu you again have to update the app... what’s the reason for that kindly explain...Unhappy with the experience.....kindly fix the issue...Wanted to play KBC what’s the use of if you have to update it...kindly solve this...disappointed!!",1,AppStore,Vedantu,dear users if you are using an app you would want it completely updated when you install itbut at vedantu you again have to update the app whats the reason for that kindly explainunhappy with the experiencekindly fix the issuewanted to play kbc whats the use of if you have to update itkindly solve thisdisappointed
I tried lot of times but there was no option of kbc vquiz,1,AppStore,Vedantu,i tried lot of times but there was no option of kbc vquiz
Attend V Quiz for KBC,4,AppStore,Vedantu,attend v quiz for kbc
Same happening with my kbc it’s work only for google play not for us,3,AppStore,Vedantu,same happening with my kbc its work only for google play not for us
Every where they say free classes but In the app they ask money,1,AppStore,Vedantu,every where they say free classes but in the app they ask money
App is goo . 🤮👎🏼. Does not work on iOS . Apple software if you have heard of it . Booo  gooooo,1,AppStore,Vedantu,app is goo   does not work on ios  apple software if you have heard of it  booo  gooooo
It’s not coming full screen 📺 on iPad,3,AppStore,Vedantu,its not coming full screen  on ipad
"It’s a waste of time if you asked me, while learning I couldn’t even hear one class and the teachers often say to refresh and it’s still not working after refreshing for the Billionth time!!",3,AppStore,Vedantu,its a waste of time if you asked me while learning i couldnt even hear one class and the teachers often say to refresh and its still not working after refreshing for the billionth time
It’s like a poo app. Not a app for iPad. 👎👎👎👎👎🤬🤬,1,AppStore,Vedantu,its like a poo app not a app for ipad 
"I am Prajjwal Choudhary a Vedantu user. 
I have iOS iPhone X. 
I have downloaded the aap because my friends say that it is a good app for learning but when I open the app and take a live class sometimes voice is not audible or sometimes the screen is not visible. Please spurt out this problem I will not delete Vedantu because I trust you that you will do something very soon",3,AppStore,Vedantu,i am prajjwal choudhary a vedantu user i have ios iphone x i have downloaded the aap because my friends say that it is a good app for learning but when i open the app and take a live class sometimes voice is not audible or sometimes the screen is not visible please spurt out this problem i will not delete vedantu because i trust you that you will do something very soon
i cant do the kbc registration using ios please tell how to do,1,AppStore,Vedantu,i cant do the kbc registration using ios please tell how to do
They will not responce  what we type in chat box,1,AppStore,Vedantu,they will not responce  what we type in chat box
Please help me out as I am unable to attend the KBC quiz in my iPhone 7 Plus.,1,AppStore,Vedantu,please help me out as i am unable to attend the kbc quiz in my iphone  plus
"When they said that KBC is going with Vedantu, I was filled with excitement and enthusiasm, but that didn’t lasted for long, this app only has it’s exclusive KBC quiz for google play only, and not us, Vedantu please help us, You really nailed with it, please resolve this issue if you are reading",4,AppStore,Vedantu,when they said that kbc is going with vedantu i was filled with excitement and enthusiasm but that didnt lasted for long this app only has its exclusive kbc quiz for google play only and not us vedantu please help us you really nailed with it please resolve this issue if you are reading
I can not update for kbc on app store give me the solution,3,AppStore,Vedantu,i can not update for kbc on app store give me the solution
Plz check my problem,4,AppStore,Vedantu,plz check my problem
It is not opening only please fix it,1,AppStore,Vedantu,it is not opening only please fix it
This is a good app as it is free for live videos and all. But I downloaded it for the KBC quizzes. I am unfortunately not able to open as it is saying you will need to update your app. Pls fix this on the IOS. Pls make update available on IOS devices,3,AppStore,Vedantu,this is a good app as it is free for live videos and all but i downloaded it for the kbc quizzes i am unfortunately not able to open as it is saying you will need to update your app pls fix this on the ios pls make update available on ios devices
Please develop an app for iPad pro.,1,AppStore,Vedantu,please develop an app for ipad pro
Upon entering any of the classses- can't hear any of the tutor. There's no customer support to sort out issues.,1,AppStore,Vedantu,upon entering any of the classses cant hear any of the tutor theres no customer support to sort out issues
After I installed in and was done with all the sign in process what I see is that not even a single course is opening. All it shows is a white screen. It is quite slow too.,1,AppStore,Vedantu,after i installed in and was done with all the sign in process what i see is that not even a single course is opening all it shows is a white screen it is quite slow too
This app is very useful for all the students.....especially who are suffering for their studies due to the lockdown👍🏻😊,5,AppStore,Vedantu,this app is very useful for all the studentsespecially who are suffering for their studies due to the lockdown
The app is very good it has all the solutions of everybsubject and it has practice tests also for testing our learning but when i search courses it takes alot of time to get the course that i have searched please fix this problem,4,AppStore,Vedantu,the app is very good it has all the solutions of everybsubject and it has practice tests also for testing our learning but when i search courses it takes alot of time to get the course that i have searched please fix this problem
This app is very useful for every student more than byjus because in this app every sir asks whether we understood or not but in other apps they doesn’t asks,5,AppStore,Vedantu,this app is very useful for every student more than byjus because in this app every sir asks whether we understood or not but in other apps they doesnt asks
I wil give negative feedback if it is possible for me it is unable to open,1,AppStore,Vedantu,i wil give negative feedback if it is possible for me it is unable to open
If you download this app on I pad I opens as if I am working on a phone. The contents of the app is great but because it appears as I am working on a phone when I open it on my I pad I have rated it low.,2,AppStore,Vedantu,if you download this app on i pad i opens as if i am working on a phone the contents of the app is great but because it appears as i am working on a phone when i open it on my i pad i have rated it low
I am unable to access my crash course on the app.,3,AppStore,Vedantu,i am unable to access my crash course on the app
When i start in my iOS iPad it ask my mobil number and i give and then app is not working,1,AppStore,Vedantu,when i start in my ios ipad it ask my mobil number and i give and then app is not working
I am very happy,5,AppStore,Vedantu,i am very happy
"Work environment is too toxic, unnecessary pressure, zero understanding of sentimental values. Will treat you as robots. Pathetic",1,AppStore,Vedantu,work environment is too toxic unnecessary pressure zero understanding of sentimental values will treat you as robots pathetic
The app is crashing every time,1,AppStore,Vedantu,the app is crashing every time
I was searching extra questions for math in ch 1 class 6th they have put questions very nice but the answers are not understanding.Teachers to explain every question nicely,2,AppStore,Vedantu,i was searching extra questions for math in ch  class th they have put questions very nice but the answers are not understandingteachers to explain every question nicely
it is hanging a lot on my ios and I can't even hear any thing nor see the teacher,3,AppStore,Vedantu,it is hanging a lot on my ios and i cant even hear any thing nor see the teacher
When I open app its closes quickly,1,AppStore,Vedantu,when i open app its closes quickly
The app doesn’t work properly.,1,AppStore,Vedantu,the app doesnt work properly
Very good app is this.sir are friendly,4,AppStore,Vedantu,very good app is thissir are friendly
"Very nice learning app 
Easy to learn tough concepts 
Superb",5,AppStore,Vedantu,very nice learning app easy to learn tough concepts superb
Very bad app,1,AppStore,Vedantu,very bad app
The app is not working it just doesn’t opens please help regarding this i am using iphone xs,2,AppStore,Vedantu,the app is not working it just doesnt opens please help regarding this i am using iphone xs
When open the app and choose a class it is coming white screen . I love vendantu,1,AppStore,Vedantu,when open the app and choose a class it is coming white screen  i love vendantu
I have buy some classes but when I opened my coarse the screen is  disappear . It is showing a  white screen . Even when I am having high speed network . I really like this aap . I love your teaching. So please sort out this problem.,5,AppStore,Vedantu,i have buy some classes but when i opened my coarse the screen is  disappear  it is showing a  white screen  even when i am having high speed network  i really like this aap  i love your teaching so please sort out this problem
"This app is best but I m unable to take the free live classes as when I click on the button then a white screen appears , nothing seems to be visible.",3,AppStore,Vedantu,this app is best but i m unable to take the free live classes as when i click on the button then a white screen appears  nothing seems to be visible
It’s not working in iOS,1,AppStore,Vedantu,its not working in ios
It didn’t logging in. my internet connection is so strong,1,AppStore,Vedantu,it didnt logging in my internet connection is so strong
Pls arrange trivia game in Vedantu app for i phone users also.,1,AppStore,Vedantu,pls arrange trivia game in vedantu app for i phone users also
"I’m very glad to use this app, this is very awesome and mind blowing app I ever use but I have only one problem is that when I open my test section then the test is not available I mean that the test is not completed so plz help me to solve out this problem and for my preparation plz sir🙏🏻🙏🏻🙏🏻",5,AppStore,Vedantu,im very glad to use this app this is very awesome and mind blowing app i ever use but i have only one problem is that when i open my test section then the test is not available i mean that the test is not completed so plz help me to solve out this problem and for my preparation plz sir
Pls add quiz in the iOS version,1,AppStore,Vedantu,pls add quiz in the ios version
It is very nice app and with good technology teachers are very good and teaches very well and I love this app and teachers also very much I love the teachers teaching style,5,AppStore,Vedantu,it is very nice app and with good technology teachers are very good and teaches very well and i love this app and teachers also very much i love the teachers teaching style
Sir When I try to open any live class then it may show that the session has been ended please fix this issue.,5,AppStore,Vedantu,sir when i try to open any live class then it may show that the session has been ended please fix this issue
Ok -3 stars for a big problem That is I can’t listen the teachers in live please check it out.,2,AppStore,Vedantu,ok  stars for a big problem that is i cant listen the teachers in live please check it out
Neet made ejje by this app really the way the faculty amit raj sir Kapoor sir damn cool,5,AppStore,Vedantu,neet made ejje by this app really the way the faculty amit raj sir kapoor sir damn cool
